"id","submitdate","lastpage","startlanguage","seed","token","startdate","datestamp","Qa[SQ001]","Qa[SQ002]","Qa[SQ003]","Qa[SQ004]","Q1[SQ001]","Q1[SQ002]","Q1[SQ003]","Q1[SQ004]","Q1[SQ005]","Q1[SQ006]","Q1[SQ007]","Q2[SQ001]","Q2[SQ002]","Q2[SQ003]","Q2[SQ004]","Q2[SQ005]","Q2[SQ006]","Q2[SQ007]","Q2[SQ008]","Q2[SQ009]","Q2a","Q2b","Q3[SQ001]","Q3[SQ002]","Q5[SQ001]","Q5[SQ002]","Q5[SQ003]","Q5[SQ004]","Q5[SQ005]","Q5[other]","Q6[SQ001]","Q6[SQ003]","Q6[SQ005]","Q6[SQ006]","Q6[SQ007]","Q6[SQ009]","Q6[SQ010]","Q6[SQ011]","Q6[SQ012]","Q6[SQ013]","Q6a","Q4[SQ003]","Q4[SQ004]","Q4[SQ005]","Q4[SQ006]","Q4[SQ007]","Q4[SQ013]","Q4[SQ008]","Q4[SQ009]","Q4[SQ010]","Q4[SQ011]","Q4[SQ012]","Q2c[SQ007]","Q2c[SQ008]","Q2c[SQ009]","Q2c[SQ010]","Q2c[SQ011]","Q2c[SQ012]","Q2c[SQ013]","Q2c[SQ014]","Q2c[SQ015]","Q2c[SQ016]","Q7[SQ001]","Q7[SQ002]","Q7[SQ003]","Q7[SQ004]","Q7[SQ005]","Q7[SQ006]","Q7[SQ007]","Q7[SQ008]","Q7[SQ009]","Q8[SQ001]","Q8[SQ003]","Q8[SQ004]","Q8[SQ005]","Q8[SQ006]","Q8[SQ007]","Q8[SQ008]","Q8[SQ009]","Q8[SQ010]","Q8[SQ011]","Q8[SQ012]","Q9","Q10","Q11[SQ001]","Q11[SQ002]","Q11[SQ003]","Q11[SQ004]","Q11[SQ005]","Q11[SQ006]","Q11[SQ007]","Q11[SQ008]","Q11[SQ009]","Q11[SQ010]","Q11[SQ011]","Q11[SQ012]","Q11[SQ013]","Q11[SQ014]","Q11[SQ015]","Q15","Q15[other]","Q13","Q13[other]","Q14","Q14[other]","Q16","Q16[other]","Q17","Q18","Q18[other]","Q19","Q19[other]","Q20","Q20[other]","Q26"
"448","","0","en","839981050","3Czii1qrUkgaRS4","2021-03-29 16:38:13","2021-03-29 16:38:21","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"449","","1","en","245231958","jBRag8aLlvvRAjT","2021-03-29 16:41:09","2021-03-29 16:43:00","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"450","","2","en","1546286527","szVOOKX2rxVatcK","2021-03-29 16:41:25","2021-03-29 16:44:05","Yes","Yes","Yes","Yes","Completely disagree","Disagree","Disagree","Neither agree or disagree","Completely disagree","Completely disagree","Completely disagree","Very important","Unimportant","Very important","Completely unimportant","Completely unimportant","I don't know","Important","Completely unimportant","Completely unimportant","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"451","","1","en","1019330259","zaPnswY1g6Mvt8F","2021-03-29 17:00:09","2021-03-29 17:00:18","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"452","","1","en","1858528091","jZbgtgjv8rjhfUM","2021-03-29 17:08:03","2021-03-29 17:08:31","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"453","","3","en","701910802","0o98Pm2LFc41zU9","2021-03-29 17:08:35","2021-03-29 17:17:17","Yes","Yes","Yes","Yes","Disagree","I don't know","Neither agree or disagree","Completely disagree","Disagree","Neither agree or disagree","Agree","Important","Important","Unimportant","Important","Important","Neither important nor unimportant","Very important","Important","Important","","","Aware","Unaware","No","No","No","Yes","Yes","","Yes","No","Yes","Yes","I don't know","No","I don't know","I don't know","I don't know","I don't know","","Rarely","Always","Never","Rarely","Rarely","Rarely","Rarely","I don't know","I don't know","I don't know","I don't know","Unestablished","Not established at all","Not established at all","Not established at all","Established","Neither established nor unestablished","Neither established nor unestablished","Not established at all","Unestablished","I don't know","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"456","","1","en","775231076","Y7cvUw9jNaWh9rl","2021-03-29 18:01:39","2021-03-29 18:02:01","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"458","","2","en","963304914","92QhDMaAuoR9xpF","2021-03-29 18:06:58","2021-03-29 18:10:57","Yes","Yes","Yes","Yes","Neither agree or disagree","Disagree","Neither agree or disagree","Completely disagree","Neither agree or disagree","Disagree","Neither agree or disagree","Important","Important","Neither important nor unimportant","Unimportant","Completely unimportant","Neither important nor unimportant","Unimportant","Neither important nor unimportant","Neither important nor unimportant","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"462","","","en","245229999","Aan8t6FZEViLnXg","2021-03-29 18:22:59","2021-03-29 18:22:59","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"464","","2","en","1674527834","1qHILy9sZG9Gnuv","2021-03-29 18:50:40","2021-03-29 19:09:01","Yes","Yes","Yes","Yes","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Important","Important","Important","Important","Important","I don't know","I don't know","Important","I don't know","In the first set of questions, I DO NOT KNOW the ansers bcause I have been retired for nine years, during which many things may have changed.","Being awarded projects (national, international, etc.)
Being invited to oral presentations and keynotes
Patenting discoveries and inventions	But not if the job description has nothing to do with patents!","","","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"466","","1","en","1174578453","CT1ka8vzT4QwBib","2021-03-29 18:56:12","2021-03-29 18:56:29","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"467","","0","en","1230186933","DGr9dyTNxfwDtan","2021-03-29 19:07:43","2021-03-29 19:09:50","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"468","","","en","1205791149","9OGHwmItGYIOMfA","2021-03-29 19:13:55","2021-03-29 19:13:55","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"469","","3","en","673119651","fLFCEcfuDIr1MWO","2021-03-29 19:16:26","2021-03-29 19:32:15","Yes","Yes","Yes","Yes","I don't know","Disagree","Completely agree","Completely disagree","Agree","Agree","Completely disagree","Very important","Very important","Neither important nor unimportant","Unimportant","Neither important nor unimportant","Very important","Important","Very important","Important","","","Aware","Neither aware nor unaware","No","No","Yes","No","No","","No","No","No","No","No","No","No","No","Yes","Yes","","Often","Always","Often","Often","Often","Rarely","Rarely","Rarely","Often","Sometimes","Rarely","Established","I don't know","I don't know","Not established at all","I don't know","Neither established nor unestablished","Neither established nor unestablished","Very established","Very established","Very established","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"470","","","en","260915514","ZfAzrJFbYyGuZBl","2021-03-29 19:27:34","2021-03-29 19:27:34","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"471","","2","en","1865722672","3pN04alQ52HfaPz","2021-03-29 19:37:08","2021-03-29 19:40:19","Yes","Yes","Yes","Yes","Completely agree","Agree","Neither agree or disagree","Completely disagree","Neither agree or disagree","Disagree","Completely disagree","Neither important nor unimportant","Neither important nor unimportant","Unimportant","Completely unimportant","Unimportant","Completely unimportant","Very important","Very important","Neither important nor unimportant","All that are important to me there, but my uni is big on impact and teaching as well for promotion ","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"472","","","en","1039666157","dNmdGe2qqoPedMM","2021-03-29 20:39:19","2021-03-29 20:39:19","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"473","","2","en","1271590167","hQDZIi3iJXyLjt8","2021-03-29 21:04:32","2021-03-29 21:09:05","Yes","Yes","Yes","Yes","Agree","I don't know","Disagree","Completely disagree","I don't know","I don't know","Agree","Very important","I don't know","I don't know","Unimportant","Important","Very important","Very important","Important","Important","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"475","","3","en","1934975512","jAHAAjkbIMVnUTd","2021-03-29 21:47:55","2021-03-29 21:54:20","Yes","Yes","Yes","Yes","Completely agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Very important","Important","Important","I don't know","I don't know","Unimportant","Important","Important","I don't know","Assessments of external letter writers","","Aware","Unaware","Yes","No","No","Yes","No","","Yes","I don't know","I don't know","Yes","I don't know","I don't know","I don't know","I don't know","Yes","I don't know","","Sometimes","Often","Sometimes","Sometimes","Sometimes","Sometimes","Often","I don't know","Rarely","Sometimes","Often","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"477","","3","en","843069223","wVqGlu0zR7BVHPq","2021-03-29 22:11:11","2021-03-29 22:18:52","Yes","Yes","Yes","Yes","Completely disagree","I don't know","Completely disagree","Completely disagree","Completely disagree","Completely disagree","Completely disagree","Important","Very important","Neither important nor unimportant","Neither important nor unimportant","Important","Very important","Very important","Very important","Very important","","","I don't know","I don't know","No","No","No","No","No","none","I don't know","I don't know","Yes","I don't know","I don't know","I don't know","I don't know","Yes","I don't know","I don't know","","Always","Always","Always","Always","Always","Always","Always","I don't know","Always","Always","Always","Very established","Very established","Not established at all","Established","Established","Neither established nor unestablished","I don't know","Very established","Neither established nor unestablished","I don't know","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"481","","2","en","536375702","npfNsiCjDgPFc3K","2021-03-29 23:20:18","2021-03-29 23:27:46","Yes","Yes","Yes","Yes","Completely disagree","Completely disagree","Completely disagree","Completely disagree","Completely disagree","I don't know","Completely disagree","Completely unimportant","Completely unimportant","Completely unimportant","Completely unimportant","Completely unimportant","Completely unimportant","Completely unimportant","Very important","Completely unimportant","The only criteria in promotion consideration at my university is grant income. Alternatively, if one gets an offer from another university then promotion is likely. Otherwise, forget about it. The only progression is incremental salary progression at the entry level. It's a defunct system. But if you get trapped at a young age and don't get out in time, it's your problem. It's all a joke. There is no transparency. No due process. ","Progression should be based on performance in research and teaching ","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"483","","","en","551825009","Od9oR5P5IchCDLt","2021-03-30 02:57:32","2021-03-30 02:57:32","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"486","","1","en","1850982637","q6ObYc8biAzEXbB","2021-03-30 07:53:50","2021-03-30 07:54:18","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"488","","","en","1562380427","34w4crlOViE2o4q","2021-03-30 09:09:30","2021-03-30 09:09:30","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"491","","3","en","984781591","OKhtzqEGe5RkPR5","2021-03-30 11:00:04","2021-03-30 11:06:33","Yes","Yes","Yes","Yes","Agree","I don't know","Disagree","Disagree","Disagree","Disagree","Completely disagree","Very important","Important","Unimportant","Unimportant","Neither important nor unimportant","I don't know","Important","Very important","Important","","","Very aware","Completely unaware","No","No","No","Yes","Yes","","Yes","I don't know","I don't know","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","Sometimes","Always","Sometimes","Sometimes","Never","Never","Never","Never","Sometimes","Never","Never","Established","Established","Neither established nor unestablished","Not established at all","Not established at all","Neither established nor unestablished","Neither established nor unestablished","Neither established nor unestablished","Established","Very established","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"492","","1","en","1116154487","58OsPapHdHO853r","2021-03-30 11:09:02","2021-03-30 11:09:23","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"493","","","en","1641215680","mL6nrqOHbVs0Cm3","2021-03-30 11:58:13","2021-03-30 11:58:13","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"495","","","en","696675290","FNdPI7c0zzJDYHG","2021-03-30 13:06:26","2021-03-30 13:06:26","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"496","","2","en","1141316730","cDgaPgYUanqEYlU","2021-03-30 13:41:17","2021-03-30 13:44:23","Yes","Yes","Yes","Yes","I don't know","I don't know","Completely disagree","I don't know","I don't know","I don't know","Disagree","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"500","","1","en","180845151","zP5oOSZ7T4urYJk","2021-03-30 16:36:52","2021-03-30 16:37:47","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"502","","1","en","775825140","Z4egzyrg3NsQzBy","2021-03-30 17:40:34","2021-03-30 17:40:57","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"507","","1","en","1703505599","OODPb9jg8BBKCJq","2021-03-31 11:08:57","2021-03-31 11:09:13","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"508","","","en","2014366003","CCSPmzNQv3asa8H","2021-03-31 13:01:37","2021-03-31 13:01:37","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"510","","3","en","1306140312","KjXfl2cnf5gIrsG","2021-03-31 14:21:04","2021-03-31 14:25:31","Yes","Yes","Yes","Yes","Neither agree or disagree","I don't know","Disagree","Disagree","Disagree","Neither agree or disagree","Disagree","Very important","Important","Important","Neither important nor unimportant","Neither important nor unimportant","Completely unimportant","Important","Important","I don't know","","","Neither aware nor unaware","Neither aware nor unaware","No","No","No","No","No","X","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"511","","1","en","1475897957","rUh3jilFmzf3ejL","2021-03-31 15:54:10","2021-03-31 15:54:18","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"512","","1","en","1553190206","EVTL7MQADIIEjSM","2021-03-31 16:01:52","2021-03-31 16:02:07","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"515","","1","en","1897350935","clz7HFVgKp5gMma","2021-04-01 19:50:17","2021-04-01 19:51:07","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"516","","","en","1234622100","p6ThbCYe7L0PCyG","2021-04-02 14:37:28","2021-04-02 14:37:28","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"519","","2","en","409722497","7SCKBpvQeliIS0F","2021-04-06 11:18:58","2021-04-06 11:25:40","Yes","Yes","Yes","Yes","Completely agree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Very important","Neither important nor unimportant","Important","Unimportant","Unimportant","Important","Very important","I don't know","Neither important nor unimportant","","Grant acquisition should be removed from the criteria (and indeed, it is not explicit in theme at my uni -- but is directly linked to promotion, even more tightly than publication). It is a poor tool given the disparities in funding availability and processes across disciplines and funding bodies, not to mention geographical regions. Conversely collegiality, which is among the criteria, should matter more - currently it operates  on promotion only in name and not in fact.","Aware","Aware","No","No","Yes","No","No","","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","This does not apply to my field. I have completed what I can do on this survey.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"521","","4","en","834208363","zWSYxvK2KzbRiZA","2021-04-07 17:21:14","2021-04-07 17:38:15","Yes","Yes","Yes","Yes","Disagree","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Important","Very important","Neither important nor unimportant","Unimportant","Important","Important","Very important","Very important","Important","Networking besides the activities listed above, getting people in my research area to know my work , possibly in uninformal contexts. This gives the possibikity to have a more fluid interaction than in offucial presentations (e.g. when presenting papers in conferences)","Publication quality should be more relevant than it actually is. Quantity and high impact factor dominate as of today. Not always high IF corresponds to high quality (e.g., journals with higher IF have sometimes worse reputation than others with lower IF, but this is hard to be accounted for objectively)

Reviewing activity does not have a relevant impact in career advancemwnt, while it probably should, as this would improve quality of reviews, benefitting the whole community.","Very aware","Unaware","No","Yes","No","Yes","Yes","","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","Never","Always","I don't know","I don't know","Never","Never","Never","Never","Never","Never","Never","Established","Neither established nor unestablished","Unestablished","Not established at all","Unestablished","Established","Not established at all","I don't know","Neither established nor unestablished","Established","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"523","","1","en","273490066","Q7fa9qdKtE9Bby6","2021-04-09 09:05:13","2021-04-09 09:05:53","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"525","","1","en","626484277","jrG8OBDAqCySx0J","2021-04-09 09:07:29","2021-04-09 09:07:47","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"528","","","en","1032207044","TDgUvCwpmbXgTf5","2021-04-09 09:10:02","2021-04-09 09:10:02","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"530","","3","en","321666590","L9xzAftE0mtLdMT","2021-04-09 09:10:47","2021-04-09 09:21:47","Yes","Yes","Yes","Yes","Agree","Agree","Neither agree or disagree","Completely disagree","Agree","Completely agree","Agree","Very important","Important","Neither important nor unimportant","Neither important nor unimportant","Unimportant","Completely unimportant","Important","Neither important nor unimportant","Completely unimportant","Being on good terms with the institute's director, or with someone who's important for the institute's director","","Neither aware nor unaware","Unaware","No","No","No","No","Yes","","No","I don't know","I don't know","I don't know","No","No","No","No","I don't know","I don't know","","Rarely","Never","I don't know","I don't know","Rarely","Never","Never","Never","Never","Never","Never","I don't know","Established","Not established at all","Neither established nor unestablished","Unestablished","Unestablished","Not established at all","I don't know","Established","Established","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"533","","2","en","1184291129","QzYIErivcMyuz3R","2021-04-09 09:17:22","2021-04-09 09:21:44","Yes","Yes","Yes","Yes","Disagree","I don't know","I don't know","Agree","I don't know","I don't know","I don't know","Important","Important","Neither important nor unimportant","Unimportant","Unimportant","Important","Very important","Important","Neither important nor unimportant","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"534","","1","en","1176817276","8BgmnKUXmscgT0r","2021-04-09 09:19:29","2021-04-09 09:19:44","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"535","","1","en","1974043343","bGNJBy4m3W1cOP5","2021-04-09 09:21:46","2021-04-09 09:22:03","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"536","","1","en","433851811","lsbNIH2r9SevzXe","2021-04-09 09:23:20","2021-04-09 09:23:31","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"537","","","en","1605306460","95kzxGw0hol9Jdg","2021-04-09 09:27:02","2021-04-09 09:27:02","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"539","","","en","83679934","wtEn6WXargGCfWe","2021-04-09 09:29:52","2021-04-09 09:29:52","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"540","","1","en","78634220","XwXXfl6suCdfA2V","2021-04-09 09:30:32","2021-04-09 09:30:45","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"541","","1","en","28898311","cyzOV2ovGtP0swX","2021-04-09 09:33:32","2021-04-09 09:34:01","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
